location,rooms,sqm_m2,price_normalized,trieu_met_vuong,rooms_normalized
Binh Chanh,1 PN,38,760.0,20.0,1
Binh Chanh,2 PN,72,2780.0,38.61,2
Binh Chanh,2 PN,72,2750.0,38.19,2
Binh Chanh,2 PN,72,2249.0,31.24,2
Binh Chanh,2 PN,70,2800.0,40.0,2
Binh Chanh,2 PN,70,840.0,12.0,2
Binh Chanh,2 PN,69,2846.0,41.25,2
Binh Chanh,2 PN,69,2754.0,39.91,2
Binh Chanh,2 PN,69,2736.0,39.65,2
Binh Chanh,2 PN,69,1900.0,27.54,2
Binh Chanh,2 PN,69,720.0,10.43,2
Binh Chanh,2 PN,69,680.0,9.86,2
Binh Chanh,2 PN,67,2450.0,36.57,2
Binh Chanh,2 PN,67,2100.0,31.34,2
Binh Chanh,2 PN,67,1450.0,21.64,2
Binh Chanh,2 PN,72,2780.0,38.61,2
Binh Chanh,2 PN,65,2900.0,44.62,2
Binh Chanh,2 PN,65,2440.0,37.54,2
Binh Chanh,2 PN,65,2250.0,34.62,2
Binh Chanh,2 PN,65,2100.0,32.31,2
Binh Chanh,2 PN,65,2100.0,32.31,2
Binh Chanh,2 PN,65,2035.0,31.31,2
Binh Chanh,2 PN,65,600.0,9.23,2
Binh Chanh,2 PN,64,2100.0,32.81,2
Binh Chanh,2 PN,60,2500.0,41.67,2
Binh Chanh,2 PN,60,2200.0,36.67,2
Binh Chanh,2 PN,60,1900.0,31.67,2
Binh Chanh,2 PN,60,750.0,12.5,2
Binh Chanh,2 PN,60,700.0,11.67,2
Binh Chanh,2 PN,60,700.0,11.67,2
Binh Chanh,2 PN,60,600.0,10.0,2
Binh Chanh,2 PN,65,2800.0,43.08,2
Binh Chanh,2 PN,73,3800.0,52.05,2
Binh Chanh,2 PN,74,1650.0,22.3,2
Binh Chanh,2 PN,74,1650.0,22.3,2
Binh Chanh,3 PN,160,2950.0,18.44,3
Binh Chanh,3 PN,113,4407.0,39.0,3
Binh Chanh,3 PN,105,2400.0,22.86,3
Binh Chanh,3 PN,101,2280.0,22.69,3
Binh Chanh,3 PN,90,1800.0,20.0,3
Binh Chanh,3 PN,85,2824.0,33.22,3
Binh Chanh,3 PN,85,1500.0,17.65,3
Binh Chanh,3 PN,85,1200.0,14.12,3
Binh Chanh,3 PN,85,980.0,11.53,3
Binh Chanh,3 PN,85,950.0,11.18,3
Binh Chanh,3 PN,85,945.0,11.12,3
Binh Chanh,3 PN,85,799.0,9.4,3
Binh Chanh,3 PN,83,2000.0,24.1,3
Binh Chanh,3 PN,78,2250.0,28.85,3
Binh Chanh,3 PN,71,2550.0,35.92,3
Binh Chanh,3 PN,67,1200.0,17.86,3
Binh Chanh,3 PN,64,750.0,11.72,3
Binh Chanh,2 PN,76,1900.0,25.0,2
Binh Chanh,2 PN,78,2650.0,33.97,2
Binh Chanh,2 PN,78,2900.0,37.18,2
Binh Chanh,2 PN,78,2900.0,37.18,2
Binh Chanh,2 PN,78,3300.0,42.31,2
Binh Chanh,2 PN,79,3650.0,45.99,2
Binh Chanh,2 PN,60,600.0,10.0,2
Binh Chanh,2 PN,80,2000.0,25.16,2
Binh Chanh,2 PN,80,3562.0,44.53,2
Binh Chanh,2 PN,83,1900.0,22.89,2
Binh Chanh,2 PN,83,2750.0,33.13,2
Binh Chanh,2 PN,125,1750.0,14.0,2
Binh Chanh,3 PN,40,790.0,19.75,3
Binh Chanh,3 PN,45,790.0,17.56,3
Binh Chanh,2 PN,80,2100.0,26.25,2
Binh Chanh,2 PN,60,599.0,9.98,2
Binh Chanh,3 PN,82,2800.0,34.15,3
Binh Chanh,2 PN,59,2360.0,40.0,2
Binh Chanh,2 PN,59,660.0,11.19,2
Binh Chanh,2 PN,59,649.0,11.0,2
Binh Chanh,2 PN,58,2600.0,44.83,2
Binh Chanh,2 PN,56,2850.0,50.89,2
Binh Chanh,2 PN,56,2450.0,43.75,2
Binh Chanh,2 PN,56,2265.0,40.45,2
Binh Chanh,2 PN,56,2250.0,40.18,2
Binh Chanh,2 PN,56,2200.0,39.29,2
Binh Chanh,2 PN,56,2200.0,39.29,2
Binh Chanh,2 PN,54,1600.0,29.63,2
Binh Chanh,2 PN,52,1700.0,32.69,2
Binh Chanh,2 PN,51,1450.0,28.43,2
Binh Chanh,2 PN,50,1690.0,33.8,2
Binh Chanh,2 PN,50,1650.0,33.0,2
Binh Chanh,2 PN,59,660.0,11.19,2
Binh Chanh,2 PN,50,1630.0,32.6,2
Binh Chanh,2 PN,50,1500.0,30.0,2
Binh Chanh,2 PN,50,1500.0,30.0,2
Binh Chanh,2 PN,50,1420.0,28.4,2
Binh Chanh,2 PN,50,1380.0,27.6,2
Binh Chanh,2 PN,48,1600.0,33.33,2
Binh Chanh,2 PN,40,1100.0,27.5,2
Binh Chanh,1 PN,54,1750.0,32.41,1
Binh Chanh,1 PN,50,2700.0,53.82,1
Binh Chanh,1 PN,50,100.0,2.0,1
Binh Chanh,1 PN,46,1049.0,22.8,1
Binh Chanh,1 PN,42,1800.0,42.86,1
Binh Chanh,1 PN,42,550.0,13.1,1
Binh Chanh,1 PN,40,1170.0,29.25,1
Binh Chanh,2 PN,59,2900.0,49.15,2
Binh Chanh,2 PN,50,1500.0,30.0,2
Binh Chanh,2 PN,59,660.0,11.19,2
Binh Chanh,2 PN,56,2260.0,40.36,2
Binh Chanh,2 PN,59,689.0,11.68,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,2109.0,35.75,2
Binh Chanh,2 PN,59,2150.0,36.44,2
Binh Chanh,2 PN,59,2158.0,36.58,2
Binh Chanh,2 PN,59,2200.0,37.29,2
Binh Chanh,2 PN,59,666.67,11.3,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,2200.0,37.29,2
Binh Chanh,2 PN,59,2200.0,37.29,2
Binh Chanh,2 PN,59,2279.0,38.63,2
Binh Chanh,2 PN,59,2300.0,38.98,2
Binh Chanh,2 PN,59,2300.0,38.98,2
Binh Chanh,2 PN,59,2300.0,38.98,2
Binh Chanh,2 PN,59,2301.0,39.0,2
Binh Chanh,2 PN,59,2200.0,37.29,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,2200.0,37.29,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,722.0,12.24,2
Binh Chanh,2 PN,59,1800.0,30.51,2
Binh Chanh,2 PN,59,1900.0,32.2,2
Binh Chanh,2 PN,59,1900.0,32.2,2
Binh Chanh,2 PN,59,1900.0,32.2,2
Binh Chanh,2 PN,59,1900.0,32.2,2
Binh Chanh,2 PN,59,2000.0,33.9,2
Binh Chanh,2 PN,59,2087.0,35.37,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,2100.0,35.59,2
Binh Chanh,2 PN,59,700.0,11.86,2
Binh Chanh,2 PN,59,2000.0,33.9,2
Binh Tan,2 PN,75,2716.0,36.21,2
Binh Tan,2 PN,75,2580.0,34.4,2
Binh Tan,2 PN,75,2650.0,35.33,2
Binh Tan,2 PN,75,2650.0,35.33,2
Binh Tan,2 PN,75,2620.0,34.93,2
Binh Tan,2 PN,75,2620.0,34.93,2
Binh Tan,2 PN,75,2600.0,34.67,2
Binh Tan,2 PN,75,2500.0,33.33,2
Binh Tan,2 PN,70,1970.0,28.14,2
Binh Tan,2 PN,72,1950.0,27.12,2
Binh Tan,2 PN,71,2850.0,40.14,2
Binh Tan,2 PN,71,1850.0,26.06,2
Binh Tan,2 PN,70,2800.0,40.0,2
Binh Tan,2 PN,70,2300.0,32.86,2
Binh Tan,2 PN,70,1850.0,26.43,2
Binh Tan,2 PN,75,2730.0,36.4,2
Binh Tan,2 PN,70,1850.0,26.43,2
Binh Tan,2 PN,72,1970.0,27.36,2
Binh Tan,2 PN,75,2650.0,35.27,2
Binh Tan,nhiều hơn 10 PN,216,910.0,4.21,10
Binh Tan,2 PN,80,1200.0,15.0,2
Binh Tan,2 PN,68,1700.0,25.0,2
Binh Tan,3 PN,131,2900.0,22.14,3
Binh Tan,3 PN,121,3600.0,29.75,3
Binh Tan,3 PN,121,2500.0,20.66,3
Binh Tan,3 PN,100,3450.0,34.46,3
Binh Tan,3 PN,100,3850.0,38.5,3
Binh Tan,3 PN,100,3471.0,34.71,3
Binh Tan,3 PN,100,3309.0,33.09,3
Binh Tan,2 PN,79,2900.0,36.71,2
Binh Tan,3 PN,92,2300.0,25.07,3
Binh Tan,3 PN,83,2200.0,26.51,3
Binh Tan,3 PN,80,2450.0,30.63,3
Binh Tan,3 PN,75,3100.0,41.33,3
Binh Tan,3 PN,75,2300.0,30.67,3
Binh Tan,2 PN,136,2600.0,19.12,2
Binh Tan,2 PN,97,2400.0,24.74,2
Binh Tan,2 PN,84,2875.0,34.23,2
Binh Tan,2 PN,81,1980.0,24.44,2
Binh Tan,3 PN,83,2600.0,31.33,3
Binh Tan,2 PN,68,1700.0,25.0,2
Binh Tan,2 PN,56,2150.0,38.39,2
Binh Tan,2 PN,67,1800.0,26.87,2
Binh Tan,2 PN,56,1570.0,28.04,2
Binh Tan,2 PN,53,1550.0,29.41,2
Binh Tan,2 PN,52,1650.0,31.73,2
Binh Tan,2 PN,52,1300.0,25.0,2
Binh Tan,2 PN,51,2700.0,52.94,2
Binh Tan,2 PN,51,1680.0,32.94,2
Binh Tan,1 PN,50,1600.0,32.0,1
Binh Tan,1 PN,50,1500.0,30.0,1
Binh Tan,1 PN,50,1500.0,30.0,1
Binh Tan,1 PN,50,1390.0,27.8,1
Binh Tan,2 PN,67,1800.0,26.87,2
Binh Tan,1 PN,48,1480.0,30.83,1
Binh Tan,1 PN,48,1450.0,30.21,1
Binh Tan,1 PN,46,1950.0,42.39,1
Binh Tan,1 PN,45,1150.0,25.56,1
Binh Tan,1 PN,35,550.0,15.85,1
Binh Tan,1 PN,34,550.0,16.18,1
Binh Tan,2 PN,56,2100.0,37.5,2
Binh Tan,2 PN,56,2100.0,37.5,2
Binh Tan,1 PN,48,1490.0,31.04,1
Binh Tan,2 PN,56,2110.0,37.68,2
Binh Tan,2 PN,56,2100.0,37.5,2
Binh Tan,2 PN,67,1690.0,25.22,2
Binh Tan,2 PN,67,1680.0,25.07,2
Binh Tan,2 PN,66,1800.0,27.27,2
Binh Tan,2 PN,65,1800.0,27.69,2
Binh Tan,2 PN,65,1650.0,25.38,2
Binh Tan,2 PN,64,1850.0,28.91,2
Binh Tan,2 PN,64,1850.0,28.91,2
Binh Tan,2 PN,63,1650.0,26.11,2
Binh Tan,2 PN,66,1620.0,24.55,2
Binh Tan,2 PN,63,1630.0,25.79,2
Binh Tan,2 PN,59,715.0,12.12,2
Binh Tan,2 PN,56,2300.0,41.07,2
Binh Tan,2 PN,56,2250.0,40.18,2
Binh Tan,2 PN,56,2200.0,39.29,2
Binh Tan,2 PN,56,2185.0,39.02,2
Binh Tan,2 PN,56,2170.0,38.75,2
Binh Tan,2 PN,63,1650.0,26.11,2
Binh Tan,2 PN,56,2150.0,38.39,2
Binh Thanh,2 PN,37,2100.0,57.53,2
Binh Thanh,2 PN,38,2000.0,52.63,2
Binh Thanh,2 PN,50,1650.0,33.0,2
Binh Thanh,2 PN,50,1950.0,39.0,2
Binh Thanh,2 PN,53,1750.0,33.02,2
Binh Thanh,2 PN,56,1200.0,21.43,2
Binh Thanh,2 PN,54,2740.0,50.74,2
Binh Thanh,2 PN,60,2750.0,45.83,2
Binh Thanh,2 PN,60,2800.0,46.67,2
Binh Thanh,1 PN,54,2500.0,46.3,1
Binh Thanh,2 PN,54,2100.0,38.89,2
Binh Thanh,1 PN,52,2400.0,46.15,1
Binh Thanh,1 PN,35,300.0,8.57,1
Binh Thanh,1 PN,48,2550.0,53.13,1
Binh Thanh,1 PN,48,2000.0,41.67,1
Binh Thanh,1 PN,47,2100.0,44.68,1
Binh Thanh,1 PN,46,4000.0,86.96,1
Binh Thanh,1 PN,38,2500.0,65.79,1
Binh Thanh,1 PN,38,1950.0,51.32,1
Binh Thanh,1 PN,36,900.0,25.0,1
Binh Thanh,1 PN,35,890.0,25.43,1
Binh Thanh,1 PN,34,860.0,25.29,1
Binh Thanh,1 PN,34,300.0,8.82,1
Binh Thanh,1 PN,34,300.0,8.82,1
Binh Thanh,2 PN,62,2600.0,42.28,2
Binh Thanh,1 PN,51,2830.0,55.49,1
Binh Thanh,2 PN,64,3150.0,49.22,2
Binh Thanh,2 PN,67,3550.0,52.99,2
Binh Thanh,2 PN,71,3000.0,42.25,2
Binh Thanh,2 PN,68,2900.0,42.65,2
Binh Thanh,2 PN,68,2750.0,40.44,2
Binh Thanh,2 PN,68,2750.0,40.44,2
Binh Thanh,2 PN,68,2600.0,38.24,2
Binh Thanh,2 PN,68,2600.0,38.24,2
Binh Thanh,3 PN,76,2750.0,36.18,3
Binh Thanh,2 PN,66,3800.0,57.58,2
Binh Thanh,2 PN,68,3000.0,44.12,2
Binh Thanh,2 PN,66,3600.0,54.55,2
Binh Thanh,2 PN,66,3450.0,52.27,2
Binh Thanh,2 PN,66,3450.0,52.27,2
Binh Thanh,2 PN,66,3450.0,52.27,2
Binh Thanh,2 PN,66,2750.0,41.67,2
Binh Thanh,2 PN,66,2750.0,41.67,2
Binh Thanh,2 PN,65,2700.0,41.54,2
Binh Thanh,2 PN,65,2500.0,38.46,2
Binh Thanh,2 PN,66,3500.0,53.03,2
Binh Thanh,2 PN,65,340.0,5.23,2
Binh Thanh,2 PN,68,3100.0,45.59,2
Binh Thanh,2 PN,69,3500.0,50.72,2
Binh Thanh,2 PN,102,3650.0,35.78,2
Binh Thanh,2 PN,92,5350.0,58.15,2
Binh Thanh,2 PN,90,5550.0,61.67,2
Binh Thanh,2 PN,89,5750.0,64.61,2
Binh Thanh,2 PN,88,3150.0,35.8,2
Binh Thanh,2 PN,85,4400.0,51.76,2
Binh Thanh,2 PN,80,5350.0,66.88,2
Binh Thanh,2 PN,68,3400.0,50.0,2
Binh Thanh,2 PN,80,4500.0,56.25,2
Binh Thanh,2 PN,78,4500.0,57.69,2
Binh Thanh,2 PN,77,3200.0,41.56,2
Binh Thanh,2 PN,73,3700.0,50.68,2
Binh Thanh,2 PN,72,3500.0,48.61,2
Binh Thanh,2 PN,71,3000.0,42.25,2
Binh Thanh,3 PN,60,2100.0,35.0,3
Binh Thanh,2 PN,71,2900.0,40.85,2
Binh Thanh,2 PN,80,3800.0,47.5,2
Binh Thanh,2 PN,102,5850.0,57.35,2
Binh Thanh,2 PN,117,7500.0,64.1,2
Binh Thanh,3 PN,90,3700.0,41.11,3
Binh Thanh,3 PN,100,7000.0,70.0,3
Binh Thanh,3 PN,95,6600.0,69.47,3
Binh Thanh,3 PN,95,3600.0,37.89,3
Binh Thanh,3 PN,95,7000.0,73.92,3
Binh Thanh,3 PN,90,3800.0,42.22,3
Binh Thanh,3 PN,160,14500.0,90.63,3
Binh Thanh,3 PN,89,4500.0,50.56,3
Binh Thanh,3 PN,89,4100.0,46.07,3
Binh Thanh,3 PN,86,4990.0,58.02,3
Binh Thanh,3 PN,86,4900.0,56.98,3
Binh Thanh,3 PN,86,4900.0,56.98,3
Binh Thanh,3 PN,86,4800.0,55.81,3
Binh Thanh,3 PN,86,4400.0,51.16,3
Binh Thanh,3 PN,86,4300.0,50.0,3
Binh Thanh,3 PN,81,3100.0,38.41,3
Binh Thanh,3 PN,172,12500.0,72.67,3
Binh Thanh,4 PN,140,12500.0,89.29,4
Binh Thanh,4 PN,188,18000.0,95.74,4
Binh Thanh,4 PN,168,15890.0,94.58,4
Binh Thanh,4 PN,167,16000.0,95.81,4
Binh Thanh,4 PN,167,15890.0,95.15,4
Binh Thanh,3 PN,111,7600.0,68.78,3
Binh Thanh,4 PN,167,15890.0,95.15,4
Binh Thanh,4 PN,156,13000.0,83.33,4
Binh Thanh,4 PN,155,15890.0,102.52,4
Binh Thanh,4 PN,155,15890.0,102.85,4
Binh Thanh,4 PN,154,17479.0,113.5,4
Binh Thanh,4 PN,154,15890.0,103.18,4
Binh Thanh,4 PN,153,15800.0,103.27,4
Binh Thanh,4 PN,165,7700.0,46.67,4
Binh Thanh,3 PN,135,7400.0,54.81,3
Cu Chi,3 PN,80,1450.0,18.13,3
District 1,2 PN,74,8800.0,118.92,2
District 1,4 PN,144,2597.0,18.03,4
District 1,2 PN,74,1390.0,18.78,2
District 1,2 PN,74,14200.0,192.23,2
District 1,2 PN,60,4200.0,70.0,2
District 1,2 PN,60,3800.0,63.33,2
District 1,2 PN,56,2600.0,46.43,2
District 1,2 PN,120,3900.0,32.5,2
District 1,1 PN,49,7888.0,160.98,1
District 1,1 PN,45,2500.0,55.56,1
District 1,1 PN,45,280.0,6.22,1
District 1,1 PN,41,6789.0,165.59,1
District 1,1 PN,36,2500.0,69.44,1
District 1,1 PN,36,2100.0,58.33,1
District 1,1 PN,12,2900.0,241.67,1
District 1,3 PN,90,4260.0,47.33,3
District 1,3 PN,99,15000.0,151.52,3
District 1,2 PN,83,825.0,9.94,2
District 10,2 PN,78,6400.0,82.05,2
District 10,3 PN,105,6550.0,62.38,3
District 10,2 PN,78,6230.0,79.87,2
District 10,3 PN,103,7800.0,75.73,3
District 10,2 PN,87,6500.0,74.71,2
District 10,2 PN,87,6000.0,68.97,2
District 10,2 PN,86,5900.0,68.6,2
District 10,2 PN,78,5500.0,70.33,2
District 10,2 PN,78,5320.0,68.21,2
District 10,2 PN,78,5000.0,64.1,2
District 10,2 PN,78,4590.0,58.85,2
District 10,2 PN,75,4950.0,66.0,2
District 10,2 PN,73,5600.0,76.71,2
District 10,2 PN,72,5750.0,79.86,2
District 10,2 PN,72,5300.0,73.61,2
District 10,2 PN,72,4780.0,66.39,2
District 10,1 PN,61,5250.0,86.07,1
District 10,1 PN,53,4300.0,81.13,1
District 10,1 PN,52,2200.0,42.31,1
District 10,1 PN,50,280.0,5.6,1
District 10,1 PN,49,3800.0,77.55,1
District 10,1 PN,45,1950.0,43.33,1
District 10,1 PN,31,1400.0,45.16,1
District 10,2 PN,73,4800.0,65.75,2
District 11,2 PN,51,2000.0,39.22,2
District 11,1 PN,40,2000.0,50.0,1
District 11,2 PN,64,2600.0,40.63,2
District 11,2 PN,78,3700.0,47.44,2
District 11,2 PN,67,2500.0,37.31,2
District 11,2 PN,75,3200.0,42.67,2
District 11,2 PN,90,2350.0,26.11,2
District 11,3 PN,78,2650.0,33.97,3
District 11,3 PN,111,6500.0,58.56,3
District 11,4 PN,275,12500.0,45.45,4
District 11,2 PN,64,2600.0,40.63,2
District 12,3 PN,70,2000.0,28.57,3
District 12,3 PN,70,1850.0,26.43,3
District 12,3 PN,69,1650.0,23.91,3
District 12,2 PN,150,7000.0,46.67,2
District 12,2 PN,87,2900.0,33.33,2
District 12,2 PN,110,4900.0,44.55,2
District 12,2 PN,90,2200.0,24.44,2
District 12,2 PN,80,2200.0,27.5,2
District 12,3 PN,70,2100.0,30.0,3
District 12,2 PN,115,6000.0,52.17,2
District 12,3 PN,70,2100.0,30.0,3
District 12,2 PN,80,1700.0,21.25,2
District 12,3 PN,80,1780.0,22.25,3
District 12,3 PN,80,2600.0,32.5,3
District 12,3 PN,80,2635.0,32.94,3
District 12,3 PN,80,2700.0,33.75,3
District 12,3 PN,81,2439.0,30.11,3
District 12,3 PN,82,2728.0,33.27,3
District 12,3 PN,85,2699.0,31.75,3
District 12,3 PN,87,890.0,10.23,3
District 12,4 PN,130,3600.0,27.69,4
District 12,7 PN,225,750.0,3.33,7
District 12,3 PN,79,2500.0,31.65,3
District 12,2 PN,80,950.0,11.88,2
District 12,1 PN,50,1400.0,28.0,1
District 12,2 PN,79,2000.0,25.32,2
District 12,2 PN,57,1750.0,30.7,2
District 12,2 PN,57,1990.0,34.91,2
District 12,2 PN,57,2000.0,35.09,2
District 12,2 PN,57,2100.0,36.84,2
District 12,2 PN,57,2100.0,36.84,2
District 12,2 PN,57,2100.0,36.84,2
District 12,2 PN,57,2110.0,37.02,2
District 12,2 PN,57,2200.0,38.6,2
District 12,2 PN,57,2200.0,38.6,2
District 12,2 PN,57,2250.0,39.47,2
District 12,2 PN,57,2356.0,41.33,2
District 12,2 PN,57,2400.0,42.11,2
District 12,2 PN,57,2400.0,42.11,2
District 12,2 PN,57,2400.0,42.11,2
District 12,2 PN,57,2500.0,43.86,2
District 12,2 PN,57,2200.0,38.33,2
District 12,2 PN,58,790.0,13.62,2
District 12,2 PN,58,1500.0,25.86,2
District 12,2 PN,58,1500.0,25.86,2
District 12,2 PN,58,1500.0,25.86,2
District 12,2 PN,58,1540.0,26.55,2
District 12,2 PN,58,1550.0,26.72,2
District 12,2 PN,58,1550.0,26.72,2
District 12,2 PN,58,1600.0,27.59,2
District 12,2 PN,58,1650.0,28.45,2
District 12,2 PN,79,2700.0,34.18,2
District 12,2 PN,58,1670.0,28.79,2
District 12,2 PN,58,1700.0,29.31,2
District 12,2 PN,58,2200.0,37.93,2
District 12,2 PN,57,1640.0,28.77,2
District 12,2 PN,56,1800.0,32.14,2
District 12,2 PN,56,1535.0,27.41,2
District 12,2 PN,56,1520.0,27.14,2
District 12,1 PN,25,290.0,11.6,1
District 12,1 PN,48,1899.0,39.56,1
District 12,1 PN,48,2500.0,52.08,1
District 12,1 PN,49,1800.0,36.73,1
District 12,1 PN,49,1900.0,38.78,1
District 12,1 PN,49,1919.0,39.16,1
District 12,1 PN,49,2000.0,40.82,1
District 12,1 PN,50,1400.0,28.0,1
District 12,1 PN,52,1399.0,26.9,1
District 12,1 PN,53,1250.0,23.58,1
District 12,1 PN,57,1550.0,27.19,1
District 12,1 PN,200,750.0,3.75,1
District 12,2 PN,43,1200.0,27.91,2
District 12,2 PN,43,1300.0,30.23,2
District 12,2 PN,58,2300.0,39.66,2
District 12,2 PN,47,1370.0,29.15,2
District 12,2 PN,49,1500.0,30.61,2
District 12,2 PN,49,1650.0,33.67,2
District 12,2 PN,50,1900.0,38.0,2
District 12,2 PN,50,1900.0,38.0,2
District 12,2 PN,50,1900.0,38.0,2
District 12,2 PN,51,1250.0,24.51,2
District 12,2 PN,51,1700.0,33.33,2
District 12,2 PN,51,2000.0,39.22,2
District 12,2 PN,53,1300.0,24.53,2
District 12,2 PN,53,1300.0,24.53,2
District 12,2 PN,53,1350.0,25.47,2
District 12,2 PN,53,1400.0,26.42,2
District 12,2 PN,54,1850.0,34.26,2
District 12,2 PN,56,2000.0,35.91,2
District 12,2 PN,48,1890.0,39.38,2
District 12,2 PN,60,1700.0,28.33,2
District 12,2 PN,58,1650.0,28.45,2
District 12,2 PN,60,1800.0,30.0,2
District 12,2 PN,65,2500.0,38.46,2
District 12,2 PN,65,2500.0,38.46,2
District 12,2 PN,65,2600.0,40.0,2
District 12,2 PN,65,2925.0,45.0,2
District 12,2 PN,60,1700.0,28.33,2
District 12,2 PN,66,2500.0,37.88,2
District 12,2 PN,68,1550.0,22.79,2
District 12,2 PN,68,1720.0,25.29,2
District 12,2 PN,68,1780.0,26.18,2
District 12,2 PN,68,1900.0,27.94,2
District 12,2 PN,69,1600.0,23.19,2
District 12,2 PN,69,1850.0,26.81,2
District 12,2 PN,70,1500.0,21.43,2
District 12,2 PN,70,1790.0,25.57,2
District 12,2 PN,65,2350.0,36.15,2
District 12,2 PN,70,1800.0,25.71,2
District 12,2 PN,70,2350.0,33.57,2
District 12,2 PN,70,2500.0,35.71,2
District 12,2 PN,70,2500.0,35.71,2
District 12,2 PN,74,1700.0,22.97,2
District 12,2 PN,78,900.0,11.54,2
District 12,2 PN,78,1780.0,22.82,2
District 12,2 PN,78,2600.0,33.33,2
District 12,2 PN,78,2600.0,33.33,2
District 12,2 PN,78,2600.0,33.33,2
District 12,2 PN,78,2600.0,33.33,2
District 12,2 PN,78,2602.0,33.36,2
District 12,2 PN,78,2611.0,33.47,2
District 12,2 PN,78,2689.0,34.47,2
District 12,2 PN,79,1800.0,22.78,2
District 12,2 PN,70,1980.0,28.29,2
District 12,2 PN,65,2300.0,35.38,2
District 12,2 PN,65,3200.0,49.23,2
District 12,2 PN,65,2200.0,33.85,2
District 12,2 PN,60,1800.0,30.0,2
District 12,2 PN,60,1700.0,28.29,2
District 12,2 PN,61,1800.0,29.51,2
District 12,2 PN,61,1820.0,29.84,2
District 12,2 PN,61,1870.0,30.66,2
District 12,2 PN,61,1890.0,30.98,2
District 12,2 PN,61,1950.0,31.97,2
District 12,2 PN,62,1950.0,31.45,2
District 12,2 PN,65,2250.0,34.62,2
District 12,2 PN,64,1420.0,22.19,2
District 12,2 PN,64,1420.0,22.19,2
District 12,2 PN,64,1550.0,24.22,2
District 12,2 PN,64,1850.0,28.91,2
District 12,2 PN,64,2200.0,34.38,2
District 12,2 PN,65,750.0,11.54,2
District 12,2 PN,63,1700.0,26.98,2
District 12,2 PN,65,1300.0,20.0,2
District 12,2 PN,65,2200.0,33.85,2
District 12,2 PN,65,760.0,11.69,2
District 12,2 PN,65,2190.0,33.69,2
District 12,2 PN,65,2150.0,33.08,2
District 12,2 PN,65,2150.0,33.08,2
District 12,2 PN,65,2150.0,33.08,2
District 12,2 PN,65,1870.0,28.77,2
District 12,2 PN,65,2200.0,33.85,2
District 12,2 PN,65,1750.0,26.92,2
District 12,2 PN,65,1700.0,26.15,2
District 12,2 PN,65,1700.0,26.15,2
District 12,2 PN,65,1600.0,24.62,2
District 12,2 PN,65,1600.0,24.62,2
District 12,2 PN,65,1500.0,23.08,2
District 2,3 PN,124,7300.0,58.87,3
District 2,3 PN,124,11000.0,88.71,3
District 2,3 PN,127,16000.0,125.98,3
District 2,3 PN,131,5700.0,43.51,3
District 2,3 PN,142,9988.0,70.34,3
District 2,4 PN,153,3750.0,24.51,4
District 2,4 PN,145,8100.0,55.86,4
District 2,3 PN,120,12000.0,100.0,3
District 2,4 PN,153,3750.0,24.51,4
District 2,4 PN,153,3850.0,25.16,4
District 2,4 PN,142,8100.0,57.04,4
District 2,3 PN,120,9500.0,79.17,3
District 2,2 PN,76,1200.0,15.79,2
District 2,3 PN,115,5400.0,46.96,3
District 2,2 PN,58,800.0,13.72,2
District 2,2 PN,59,1610.0,27.29,2
District 2,2 PN,59,1655.0,28.05,2
District 2,2 PN,59,1690.0,28.64,2
District 2,2 PN,60,1650.0,27.5,2
District 2,2 PN,60,2180.0,36.33,2
District 2,2 PN,60,2295.0,38.25,2
District 2,2 PN,60,3300.0,55.0,2
District 2,2 PN,60,3950.0,65.83,2
District 2,2 PN,60,4120.0,68.67,2
District 2,2 PN,61,4900.0,80.62,2
District 2,2 PN,61,1567.0,25.69,2
District 2,2 PN,61,1800.0,29.51,2
District 2,2 PN,61,2200.0,36.07,2
District 2,2 PN,62,1650.0,26.61,2
District 2,2 PN,64,1800.0,28.13,2
District 2,2 PN,64,2900.0,45.31,2
District 2,2 PN,65,4120.0,63.38,2
District 2,2 PN,68,3640.0,53.53,2
District 2,2 PN,68,3980.0,58.53,2
District 2,2 PN,68,4150.0,61.03,2
District 2,2 PN,68,4400.0,64.71,2
District 2,2 PN,70,2850.0,40.71,2
District 2,2 PN,57,3300.0,57.89,2
District 2,2 PN,57,3800.0,67.14,2
District 2,2 PN,56,3300.0,58.93,2
District 2,2 PN,56,3100.0,55.36,2
District 2,1 PN,35,1540.0,44.0,1
District 2,1 PN,35,1800.0,51.43,1
District 2,1 PN,45,1950.0,43.33,1
District 2,1 PN,45,3500.0,77.78,1
District 2,1 PN,47,3300.0,70.63,1
District 2,1 PN,47,3000.0,63.83,1
District 2,1 PN,48,2400.0,50.0,1
District 2,1 PN,49,2700.0,55.44,1
District 2,1 PN,49,2607.0,53.2,1
District 2,1 PN,50,3100.0,62.0,1
